0.000000 8.719073
0.003275 8.722814
0.006551 8.734001
0.009826 8.752527
0.013102 8.778218
0.016377 8.810828
0.019652 8.850041
0.022928 8.895477
0.026203 8.946688
0.029478 9.003163
0.032754 9.064330
0.036029 9.129558
0.039305 9.198163
0.042580 9.269416
0.045855 9.342544
0.049131 9.416745
0.052406 9.491197
0.055682 9.565073
0.058957 9.637552
0.062232 9.707832
0.065508 9.775134
0.068783 9.838676
0.072058 9.897610
0.075334 9.950882
0.078609 9.996986
0.081885 10.033606
0.085160 10.057309
0.088435 10.063739
0.091711 10.048876
0.094986 10.010874
0.098262 9.950680
0.101537 9.870846
0.104812 9.774093
0.108088 9.662666
0.111363 9.538290
0.114638 9.402324
0.117914 9.255903
0.121189 9.100032
0.124465 8.935630
0.127740 8.763555
0.131015 8.584612
0.134291 8.399550
0.137566 8.209068
0.140841 8.013805
0.144117 7.814348
0.147392 7.611225
0.150668 7.404913
0.153943 7.195835
0.157218 6.984368
0.160494 6.770840
0.163769 6.555539
0.167045 6.338713
0.170320 6.120574
0.173595 5.901300
0.176871 5.681045
0.180146 5.459930
0.183421 5.238058
0.186697 5.015509
0.189972 4.792347
0.193247 4.568618
0.196523 4.344358
0.199798 4.119591
0.203074 3.894334
0.206349 3.668596
0.209624 3.442383
0.212900 3.215698
0.216175 2.988544
0.219451 2.760924
0.222726 2.532844
0.226001 2.304312
0.229277 2.075342
0.232552 1.845953
0.235827 1.616170
0.239103 1.386024
0.242378 1.155552
0.245654 0.924798
0.248929 0.693811
0.252204 0.462644
0.255480 0.231359
0.258755 0.003816

0.258755 0.003816
0.260968 0.178488
0.263181 0.356871
0.265394 0.535179
0.267607 0.713356
0.269821 0.891357
0.272034 1.069136
0.274247 1.246648
0.276460 1.423846
0.278673 1.600687
0.280886 1.777122
0.283099 1.953108
0.285312 2.128596
0.287525 2.303539
0.289738 2.477891
0.291951 2.651602
0.294165 2.824625
0.296378 2.996909
0.298591 3.168406
0.300804 3.339064
0.303017 3.508831
0.305230 3.677657
0.307443 3.845488
0.309656 4.012271
0.311869 4.177951
0.314082 4.342472
0.316296 4.505779
0.318509 4.667814
0.320722 4.828519
0.322935 4.987834
0.325148 5.145701
0.327361 5.302057
0.329574 5.456841
0.331787 5.609989
0.334000 5.761437
0.336213 5.911119
0.338426 6.058970
0.340639 6.204922
0.342853 6.348905
0.345066 6.490852
0.347279 6.630690
0.349492 6.768349
0.351705 6.903757
0.353918 7.036839
0.356131 7.167521
0.358344 7.295729
0.360557 7.421386
0.362770 7.544416
0.364983 7.664742
0.367196 7.782286
0.369410 7.896970
0.371623 8.008716
0.373836 8.117446
0.376049 8.223080
0.378262 8.325542
0.380475 8.424752
0.382688 8.520634
0.384901 8.613109
0.387114 8.702104
0.389327 8.787542
0.391540 8.869350
0.393753 8.947456
0.395967 9.021789
0.398180 9.092281
0.400393 9.158867
0.402606 9.221481
0.404819 9.280063
0.407032 9.334555
0.409245 9.384902
0.411458 9.431053
0.413671 9.472958
0.415884 9.510576
0.418098 9.543864
0.420311 9.572788
0.422524 9.597317
0.424737 9.617423
0.426950 9.633084
0.429163 9.644282
0.431376 9.651007
0.433589 9.653249

0.433589 9.653249
0.435154 9.652906
0.436719 9.651878
0.438284 9.650166
0.439849 9.647773
0.441414 9.644701
0.442978 9.640955
0.444543 9.636540
0.446108 9.631463
0.447673 9.625729
0.449238 9.619347
